strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
180102120301,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120302,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120303,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120304,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120305,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120403,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120404,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120405,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120406,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120501,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120502,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120503,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120504,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180102120505,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180200050306,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180200050404,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180200050405,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180200050406,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201510101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201510102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201510104,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201530101,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201530102,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201530201,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201530401,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201530402,mELK1r,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
