strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
180101050501,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050502,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050601,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050701,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050702,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050703,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050901,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101050902,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060101,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060102,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060103,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060104,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060105,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060202,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060301,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060302,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060303,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101060304,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060305,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060401,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060402,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060403,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060404,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060405,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101060407,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101070201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101070202,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101070402,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101080101,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080102,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080103,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080202,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080203,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080204,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080301,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080302,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080303,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080304,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080401,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080402,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080403,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080404,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080405,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080406,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080407,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080408,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080409,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080501,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080502,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080503,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080504,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080601,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101080602,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101080603,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101080604,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080605,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101080701,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080702,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080703,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080704,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080801,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080802,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080803,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080901,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080902,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080903,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080904,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080905,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080907,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080908,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080909,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101080910,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090101,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090102,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090103,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090104,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090105,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090106,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090107,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090108,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090202,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090203,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090204,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090205,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090206,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101090207,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100101,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100102,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100103,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100201,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100202,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100203,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100301,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100302,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100401,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100402,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100403,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180101100404,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100405,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100406,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100407,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100408,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100409,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100410,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100411,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100501,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100502,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100503,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100504,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100505,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100506,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100507,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100601,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100602,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100603,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100604,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100605,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100701,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100702,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100703,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100704,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100705,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100706,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100801,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100802,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100901,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100902,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100903,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180101100904,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180102110702,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180102110704,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180102110706,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040101,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040102,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040103,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040104,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040202,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040203,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040301,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040302,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040303,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040400,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040501,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040502,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040503,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040504,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040601,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040602,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040603,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040604,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040701,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040702,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040703,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040704,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040801,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040802,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040803,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201040804,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040805,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040806,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040807,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201040900,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041001,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041002,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041003,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041004,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041005,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041006,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041007,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041008,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041101,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041102,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201041201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110101,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110102,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110103,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110104,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110105,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110201,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110202,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110301,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110302,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201110303,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201150101,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150102,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150103,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150104,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150201,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150202,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150203,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150204,mELK1t,4,1,3,1,Reintroduced,Known/extant,Both breeding and nonbreeding,Year-round
180201150301,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201150302,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201150303,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201150304,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201150305,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
180201150306,mELK1t,1,4,3,1,Native,Extirpated/historical presence,Both breeding and nonbreeding,Year-round
